device_id,customer_id,device_type,operating_system,browser,ip_address,country,trusted_device,first_seen,last_seen
12618,6294,TABLET,Android,Chrome,18.46.221.67,Côte d'Ivoire,YES,2024-01-23,2026-07-15
12619,6295,TABLET,iOS,Firefox,106.39.114.84,Côte d'Ivoire,YES,2025-12-04,2026-07-24
12620,6295,DESKTOP,iOS,Edge,14.77.109.249,Côte d'Ivoire,YES,2024-02-09,2026-07-18
12621,6295,MOBILE,Windows,Chrome,33.25.98.225,Côte d'Ivoire,NO,2026-05-04,2026-07-29
12622,6296,TABLET,iOS,Safari,112.101.240.109,Côte d'Ivoire,NO,2023-09-13,2026-07-11
12623,6296,LAPTOP,iOS,Chrome,192.63.156.76,Côte d'Ivoire,YES,2026-04-27,2026-07-14
12624,6296,LAPTOP,macOS,Firefox,107.205.48.243,Côte d'Ivoire,YES,2022-05-29,2026-07-10
12625,6297,TABLET,Android,Edge,191.249.218.235,Côte d'Ivoire,YES,2024-06-20,2026-07-12
12626,6297,MOBILE,Android,Firefox,11.111.58.159,Côte d'Ivoire,YES,2025-09-21,2026-07-23
12627,6297,TABLET,macOS,Edge,20.61.126.255,Côte d'Ivoire,YES,2025-04-30,2026-07-05
12628,6298,MOBILE,iOS,Edge,198.96.44.137,Côte d'Ivoire,NO,2022-11-12,2026-07-07
12629,6298,TABLET,macOS,Firefox,121.80.55.86,Côte d'Ivoire,YES,2024-04-09,2026-06-30
12630,6299,TABLET,Android,Firefox,182.188.240.59,Côte d'Ivoire,YES,2023-11-30,2026-07-04
12631,6300,LAPTOP,Android,Chrome,99.204.103.125,Côte d'Ivoire,YES,2022-09-29,2026-07-08
12632,6300,MOBILE,macOS,Edge,119.72.244.48,Côte d'Ivoire,YES,2022-10-26,2026-07-02
12633,6300,MOBILE,macOS,Safari,18.51.238.15,Côte d'Ivoire,YES,2025-09-06,2026-07-16
12634,6301,DESKTOP,Android,Chrome,119.163.222.191,Côte d'Ivoire,YES,2021-12-29,2026-07-02
12635,6301,LAPTOP,Android,Safari,215.143.4.40,Côte d'Ivoire,YES,2022-12-11,2026-07-11
12636,6301,TABLET,macOS,Edge,159.84.234.46,Côte d'Ivoire,YES,2025-06-14,2026-07-10
12637,6302,TABLET,iOS,Edge,117.247.22.223,Côte d'Ivoire,YES,2022-12-05,2026-07-04
12638,6302,DESKTOP,Windows,Edge,199.174.213.78,Côte d'Ivoire,YES,2026-01-28,2026-07-09
12639,6303,LAPTOP,macOS,Chrome,195.215.20.165,Côte d'Ivoire,YES,2024-09-07,2026-07-17
12640,6303,LAPTOP,Windows,Chrome,139.120.110.11,Côte d'Ivoire,YES,2025-02-07,2026-07-10
12641,6304,MOBILE,Android,Edge,105.102.217.2,Côte d'Ivoire,YES,2026-01-22,2026-07-29
12642,6304,LAPTOP,macOS,Firefox,126.189.54.196,Côte d'Ivoire,YES,2022-06-04,2026-07-02
12643,6304,MOBILE,iOS,Firefox,3.98.252.65,Côte d'Ivoire,YES,2025-11-21,2026-07-27
12644,6305,LAPTOP,iOS,Safari,133.249.27.173,Côte d'Ivoire,NO,2026-01-23,2026-07-05
12645,6306,MOBILE,macOS,Firefox,216.166.10.164,Côte d'Ivoire,NO,2023-02-12,2026-07-27
12646,6306,DESKTOP,Windows,Edge,79.12.171.54,Côte d'Ivoire,NO,2024-01-01,2026-07-06
12647,6307,MOBILE,Android,Edge,176.16.244.221,Côte d'Ivoire,YES,2025-01-28,2026-07-12
12648,6307,TABLET,iOS,Chrome,98.141.163.117,Côte d'Ivoire,YES,2024-06-17,2026-07-09
12649,6308,LAPTOP,Windows,Chrome,163.32.161.124,Côte d'Ivoire,YES,2023-03-03,2026-07-13
12650,6308,LAPTOP,Windows,Firefox,1.232.81.12,Côte d'Ivoire,YES,2022-05-31,2026-07-28
12651,6308,LAPTOP,macOS,Safari,16.103.16.247,Côte d'Ivoire,YES,2023-11-16,2026-07-02
12652,6309,LAPTOP,iOS,Chrome,173.185.198.75,Côte d'Ivoire,YES,2023-02-24,2026-07-14
12653,6309,MOBILE,Windows,Safari,107.34.182.95,Côte d'Ivoire,YES,2021-11-05,2026-07-01
12654,6309,TABLET,Windows,Edge,133.47.227.209,Côte d'Ivoire,YES,2025-06-25,2026-07-10
12655,6310,MOBILE,Windows,Edge,76.85.114.217,Côte d'Ivoire,YES,2023-06-17,2026-07-06
12656,6311,MOBILE,Windows,Edge,46.141.245.145,Côte d'Ivoire,YES,2021-08-09,2026-07-25
12657,6311,DESKTOP,Windows,Firefox,159.222.109.182,Côte d'Ivoire,YES,2023-01-10,2026-07-14
12658,6312,DESKTOP,iOS,Chrome,121.233.182.49,Côte d'Ivoire,NO,2026-06-12,2026-07-01
12659,6312,MOBILE,iOS,Chrome,211.205.119.120,Côte d'Ivoire,YES,2022-09-22,2026-07-04
12660,6312,MOBILE,Android,Chrome,213.88.50.136,Côte d'Ivoire,YES,2024-09-07,2026-07-24
12661,6313,LAPTOP,Android,Chrome,155.160.141.17,Côte d'Ivoire,YES,2022-03-28,2026-07-02
12662,6314,MOBILE,macOS,Firefox,105.200.166.53,Côte d'Ivoire,YES,2026-05-31,2026-07-24
12663,6314,DESKTOP,macOS,Edge,173.110.235.126,Côte d'Ivoire,YES,2025-07-30,2026-07-07
12664,6315,LAPTOP,Windows,Firefox,198.202.119.11,Côte d'Ivoire,YES,2024-08-20,2026-07-08
12665,6315,TABLET,iOS,Chrome,198.14.25.212,Côte d'Ivoire,YES,2024-11-02,2026-07-27
12666,6316,TABLET,macOS,Firefox,132.239.22.227,Côte d'Ivoire,YES,2024-08-07,2026-07-06
12667,6316,MOBILE,iOS,Edge,163.94.57.34,Côte d'Ivoire,YES,2022-04-19,2026-07-04
12668,6317,MOBILE,macOS,Chrome,207.181.69.222,Côte d'Ivoire,YES,2025-10-07,2026-07-24
12669,6317,DESKTOP,Android,Firefox,134.212.216.192,Côte d'Ivoire,YES,2025-03-14,2026-07-19
12670,6317,MOBILE,macOS,Edge,35.155.42.51,Côte d'Ivoire,YES,2022-06-25,2026-07-25
12671,6318,DESKTOP,Android,Firefox,87.213.247.167,Côte d'Ivoire,YES,2023-12-03,2026-07-14
12672,6319,TABLET,Windows,Edge,193.73.176.202,Côte d'Ivoire,YES,2025-07-18,2026-07-21
12673,6319,DESKTOP,macOS,Edge,39.127.32.230,Côte d'Ivoire,YES,2022-08-25,2026-07-10
12674,6320,DESKTOP,iOS,Chrome,72.206.178.44,Côte d'Ivoire,YES,2024-06-17,2026-07-22
12675,6320,LAPTOP,iOS,Edge,33.145.119.111,Côte d'Ivoire,YES,2021-11-10,2026-06-30
12676,6320,LAPTOP,macOS,Chrome,118.147.118.196,Côte d'Ivoire,YES,2026-02-22,2026-07-16
12677,6321,LAPTOP,iOS,Safari,25.253.254.166,Côte d'Ivoire,NO,2023-08-11,2026-07-28
12678,6321,TABLET,Android,Edge,191.49.115.182,Côte d'Ivoire,YES,2023-08-03,2026-07-26
12679,6322,TABLET,iOS,Firefox,125.205.218.118,Côte d'Ivoire,YES,2022-05-07,2026-07-26
12680,6322,MOBILE,iOS,Edge,125.118.227.128,Côte d'Ivoire,YES,2025-11-07,2026-07-03
12681,6323,MOBILE,Android,Chrome,215.66.136.36,Côte d'Ivoire,YES,2021-12-23,2026-07-08
12682,6324,TABLET,Android,Firefox,68.250.122.15,Côte d'Ivoire,YES,2026-02-18,2026-07-07
12683,6324,MOBILE,Windows,Edge,97.140.175.185,Côte d'Ivoire,YES,2025-08-11,2026-07-06
12684,6324,LAPTOP,macOS,Edge,39.62.221.123,Côte d'Ivoire,YES,2022-05-15,2026-07-06
12685,6325,MOBILE,Windows,Firefox,130.0.149.190,Côte d'Ivoire,YES,2023-04-28,2026-07-04
12686,6325,MOBILE,Android,Edge,88.92.144.85,Côte d'Ivoire,YES,2022-11-15,2026-07-11
12687,6326,TABLET,Android,Safari,27.157.28.210,Côte d'Ivoire,YES,2021-11-21,2026-07-18
12688,6327,TABLET,macOS,Chrome,185.111.44.194,Côte d'Ivoire,YES,2026-04-24,2026-07-08
12689,6328,TABLET,macOS,Edge,138.62.146.96,Côte d'Ivoire,YES,2022-11-14,2026-07-27
12690,6328,LAPTOP,macOS,Chrome,108.128.106.20,Côte d'Ivoire,YES,2024-12-01,2026-07-16
12691,6329,TABLET,Windows,Safari,201.29.65.139,Côte d'Ivoire,YES,2025-10-11,2026-07-18
12692,6329,MOBILE,Windows,Chrome,113.58.222.1,Côte d'Ivoire,YES,2025-04-02,2026-07-29
12693,6330,TABLET,macOS,Safari,87.183.162.73,Côte d'Ivoire,YES,2024-08-01,2026-07-28
12694,6330,MOBILE,macOS,Firefox,200.54.215.210,Côte d'Ivoire,YES,2023-04-30,2026-07-18
12695,6330,LAPTOP,iOS,Safari,54.184.80.52,Côte d'Ivoire,YES,2023-12-22,2026-07-07
12696,6331,TABLET,Android,Firefox,173.161.215.40,Côte d'Ivoire,YES,2025-04-29,2026-07-07
12697,6332,LAPTOP,macOS,Firefox,197.5.197.217,Côte d'Ivoire,YES,2025-04-16,2026-07-20
12698,6333,TABLET,Windows,Safari,28.73.133.230,Côte d'Ivoire,YES,2022-08-23,2026-07-08
12699,6333,LAPTOP,Windows,Chrome,62.214.104.125,Côte d'Ivoire,YES,2024-11-21,2026-07-03
12700,6334,LAPTOP,macOS,Edge,30.22.62.109,Côte d'Ivoire,YES,2021-09-03,2026-07-13
12701,6335,TABLET,iOS,Safari,165.93.135.176,Côte d'Ivoire,YES,2022-12-27,2026-07-06
12702,6336,TABLET,macOS,Edge,42.236.189.176,Côte d'Ivoire,YES,2021-12-10,2026-07-17
12703,6337,MOBILE,Windows,Edge,155.80.65.36,Côte d'Ivoire,YES,2023-10-17,2026-07-07
12704,6338,LAPTOP,macOS,Edge,60.203.20.1,Côte d'Ivoire,YES,2026-02-07,2026-07-02
12705,6338,MOBILE,Android,Edge,46.174.173.138,Côte d'Ivoire,YES,2025-09-04,2026-07-04
12706,6339,TABLET,macOS,Firefox,153.123.114.91,Côte d'Ivoire,YES,2021-11-30,2026-07-09
12707,6339,TABLET,iOS,Safari,63.23.167.15,Côte d'Ivoire,YES,2023-06-19,2026-07-03
12708,6339,LAPTOP,Windows,Edge,66.248.2.206,Côte d'Ivoire,YES,2022-08-14,2026-07-16
12709,6340,LAPTOP,Windows,Chrome,53.247.92.217,Côte d'Ivoire,YES,2023-07-27,2026-07-27
12710,6341,DESKTOP,Windows,Chrome,139.217.39.48,Côte d'Ivoire,YES,2022-05-10,2026-07-04
12711,6341,LAPTOP,Windows,Safari,186.44.162.252,Côte d'Ivoire,YES,2023-12-15,2026-07-08
12712,6341,LAPTOP,Windows,Edge,120.191.66.82,Côte d'Ivoire,YES,2024-07-11,2026-07-01
12713,6342,DESKTOP,iOS,Chrome,144.182.21.123,Côte d'Ivoire,YES,2023-05-23,2026-07-22
12714,6342,TABLET,iOS,Safari,131.228.60.232,Côte d'Ivoire,YES,2026-01-14,2026-07-20
12715,6343,DESKTOP,Android,Edge,170.27.100.104,Côte d'Ivoire,NO,2026-02-03,2026-07-24
12716,6343,DESKTOP,Android,Chrome,117.232.92.13,Côte d'Ivoire,YES,2024-07-27,2026-07-24
12717,6344,MOBILE,macOS,Safari,142.92.165.87,Côte d'Ivoire,YES,2025-03-17,2026-07-12
12718,6345,LAPTOP,Android,Safari,60.177.125.81,Côte d'Ivoire,YES,2024-09-30,2026-07-29
12719,6346,TABLET,Windows,Chrome,31.117.174.146,Côte d'Ivoire,YES,2023-10-14,2026-07-06
12720,6346,DESKTOP,macOS,Edge,50.183.121.146,Côte d'Ivoire,YES,2022-12-14,2026-07-28
12721,6347,TABLET,iOS,Edge,131.179.109.21,Côte d'Ivoire,NO,2024-02-26,2026-07-10
12722,6347,DESKTOP,macOS,Safari,42.185.145.239,Côte d'Ivoire,YES,2025-08-20,2026-07-15
12723,6348,DESKTOP,iOS,Safari,48.95.78.189,Côte d'Ivoire,YES,2025-10-13,2026-07-25
12724,6348,TABLET,iOS,Safari,60.255.251.193,Côte d'Ivoire,YES,2026-01-07,2026-07-20
12725,6348,MOBILE,macOS,Edge,223.102.15.177,Côte d'Ivoire,YES,2023-02-12,2026-07-15
12726,6349,LAPTOP,iOS,Edge,113.182.61.158,Côte d'Ivoire,YES,2024-05-30,2026-07-25
12727,6349,MOBILE,macOS,Safari,89.220.3.205,Côte d'Ivoire,YES,2025-04-23,2026-07-25
12728,6350,TABLET,macOS,Edge,144.189.15.59,Côte d'Ivoire,YES,2024-09-30,2026-07-05
12729,6350,MOBILE,Android,Safari,78.60.147.103,Côte d'Ivoire,YES,2022-12-04,2026-07-13
12730,6350,MOBILE,macOS,Edge,36.139.183.251,Côte d'Ivoire,YES,2026-05-12,2026-07-29
12731,6351,DESKTOP,macOS,Edge,157.180.206.234,Côte d'Ivoire,YES,2024-06-07,2026-07-08
12732,6351,MOBILE,Android,Firefox,113.176.34.17,Côte d'Ivoire,YES,2021-09-29,2026-06-30
12733,6351,DESKTOP,iOS,Firefox,187.199.231.216,Côte d'Ivoire,YES,2024-11-08,2026-07-09
12734,6352,TABLET,Android,Chrome,63.24.35.234,Côte d'Ivoire,YES,2024-07-23,2026-07-21
12735,6352,DESKTOP,Windows,Safari,77.12.219.246,Côte d'Ivoire,YES,2023-02-11,2026-07-02
12736,6353,LAPTOP,iOS,Safari,1.125.202.116,Côte d'Ivoire,YES,2024-10-10,2026-07-03
12737,6353,MOBILE,macOS,Safari,112.82.118.94,Côte d'Ivoire,YES,2022-02-16,2026-07-14
12738,6353,MOBILE,macOS,Edge,58.18.6.139,Côte d'Ivoire,YES,2023-11-26,2026-07-05
12739,6354,DESKTOP,iOS,Safari,158.223.100.117,Côte d'Ivoire,YES,2022-12-01,2026-07-27
12740,6354,DESKTOP,macOS,Safari,174.79.209.120,Côte d'Ivoire,YES,2022-03-06,2026-07-02
12741,6354,DESKTOP,macOS,Edge,101.252.115.70,Côte d'Ivoire,YES,2024-05-13,2026-07-25
12742,6355,DESKTOP,iOS,Safari,201.140.232.86,Côte d'Ivoire,YES,2026-05-29,2026-07-10
12743,6356,TABLET,Windows,Chrome,108.66.57.205,Côte d'Ivoire,YES,2021-11-29,2026-07-03
12744,6356,TABLET,Android,Edge,203.244.192.112,Côte d'Ivoire,NO,2022-03-27,2026-07-09
12745,6357,MOBILE,Android,Chrome,215.243.25.202,Côte d'Ivoire,YES,2025-09-11,2026-07-01
12746,6358,LAPTOP,Android,Safari,134.124.96.207,Côte d'Ivoire,YES,2026-01-27,2026-07-12
12747,6359,DESKTOP,macOS,Chrome,61.94.35.53,Côte d'Ivoire,NO,2022-01-22,2026-07-26
12748,6359,LAPTOP,Windows,Safari,23.125.250.35,Côte d'Ivoire,YES,2025-08-15,2026-07-10
12749,6360,DESKTOP,Windows,Chrome,194.108.28.172,Côte d'Ivoire,YES,2025-02-10,2026-07-27
12750,6360,MOBILE,iOS,Chrome,167.40.173.195,Côte d'Ivoire,YES,2024-07-04,2026-07-29
12751,6361,TABLET,Windows,Safari,108.243.211.153,Côte d'Ivoire,YES,2025-02-03,2026-07-02
12752,6362,DESKTOP,Windows,Chrome,65.9.208.182,Côte d'Ivoire,YES,2024-12-21,2026-07-29
12753,6362,TABLET,macOS,Safari,222.41.33.223,Côte d'Ivoire,YES,2025-07-30,2026-07-14
12754,6362,LAPTOP,macOS,Firefox,93.144.148.163,Côte d'Ivoire,NO,2022-01-16,2026-07-03
12755,6363,TABLET,iOS,Edge,10.29.194.15,Côte d'Ivoire,YES,2024-09-21,2026-07-19
12756,6364,LAPTOP,iOS,Firefox,36.144.243.88,Côte d'Ivoire,YES,2026-03-15,2026-06-30
12757,6364,MOBILE,iOS,Safari,32.52.247.219,Côte d'Ivoire,YES,2026-01-20,2026-07-16
12758,6364,MOBILE,macOS,Safari,167.66.161.139,Côte d'Ivoire,YES,2021-12-03,2026-06-30
12759,6365,TABLET,macOS,Safari,8.84.182.99,Côte d'Ivoire,NO,2022-06-05,2026-06-30
12760,6365,TABLET,iOS,Safari,212.126.182.55,Côte d'Ivoire,YES,2022-09-13,2026-07-05
12761,6365,TABLET,Windows,Chrome,110.85.14.98,Côte d'Ivoire,YES,2026-05-02,2026-07-10
12762,6366,DESKTOP,Android,Firefox,209.86.187.181,Côte d'Ivoire,YES,2024-04-13,2026-07-04
12763,6366,LAPTOP,Android,Edge,170.36.157.231,Côte d'Ivoire,YES,2022-08-11,2026-07-03
12764,6366,DESKTOP,Windows,Edge,178.46.100.17,Côte d'Ivoire,YES,2024-10-17,2026-07-27
12765,6367,DESKTOP,Windows,Safari,98.38.28.110,Côte d'Ivoire,YES,2022-07-11,2026-06-30
12766,6367,MOBILE,macOS,Safari,190.210.140.154,Côte d'Ivoire,YES,2025-04-14,2026-07-29
12767,6368,LAPTOP,Android,Chrome,15.161.50.86,Côte d'Ivoire,YES,2022-02-15,2026-07-01
12768,6368,MOBILE,macOS,Safari,170.112.133.69,Côte d'Ivoire,YES,2023-12-20,2026-07-29
12769,6369,MOBILE,Android,Edge,37.56.84.135,Côte d'Ivoire,YES,2025-03-12,2026-07-11
12770,6369,MOBILE,iOS,Safari,173.50.212.130,Côte d'Ivoire,YES,2022-11-12,2026-07-17
12771,6370,LAPTOP,iOS,Edge,88.100.128.142,Côte d'Ivoire,YES,2023-10-06,2026-07-06
12772,6371,LAPTOP,iOS,Chrome,218.138.22.162,Côte d'Ivoire,YES,2025-11-19,2026-07-18
12773,6371,MOBILE,iOS,Firefox,92.140.92.131,Côte d'Ivoire,NO,2022-10-25,2026-07-05
12774,6372,DESKTOP,iOS,Chrome,95.5.7.165,Côte d'Ivoire,YES,2021-09-28,2026-07-07
12775,6372,MOBILE,iOS,Firefox,164.13.12.80,Côte d'Ivoire,YES,2024-02-20,2026-07-28
12776,6372,MOBILE,Windows,Chrome,52.234.240.9,Côte d'Ivoire,YES,2021-11-17,2026-07-07
12777,6373,DESKTOP,Windows,Firefox,138.7.17.125,Côte d'Ivoire,YES,2022-04-14,2026-07-25
12778,6374,TABLET,Android,Safari,137.21.64.68,Côte d'Ivoire,YES,2024-05-05,2026-07-12
12779,6374,TABLET,macOS,Edge,131.57.198.33,Côte d'Ivoire,YES,2024-05-23,2026-07-22
12780,6375,TABLET,Android,Edge,201.80.146.197,Côte d'Ivoire,YES,2021-08-04,2026-07-08
12781,6375,DESKTOP,Windows,Safari,48.30.2.109,Côte d'Ivoire,YES,2022-10-01,2026-07-20
12782,6375,LAPTOP,Android,Firefox,100.47.249.106,Côte d'Ivoire,YES,2023-02-06,2026-07-11
12783,6376,DESKTOP,Android,Firefox,93.160.231.179,Côte d'Ivoire,YES,2024-04-19,2026-07-13
12784,6377,TABLET,Windows,Safari,15.246.187.111,Côte d'Ivoire,YES,2022-08-21,2026-07-09
12785,6378,MOBILE,macOS,Chrome,106.121.31.255,Côte d'Ivoire,YES,2021-09-18,2026-07-19
12786,6378,LAPTOP,iOS,Safari,77.52.248.239,Côte d'Ivoire,YES,2022-09-06,2026-06-30
12787,6378,TABLET,Windows,Chrome,118.165.39.125,Côte d'Ivoire,YES,2025-05-25,2026-07-20
12788,6379,MOBILE,iOS,Safari,175.178.170.20,Côte d'Ivoire,YES,2023-12-16,2026-07-14
12789,6379,MOBILE,macOS,Safari,10.172.234.113,Côte d'Ivoire,YES,2023-02-01,2026-07-24
12790,6379,MOBILE,iOS,Chrome,176.89.27.199,Côte d'Ivoire,YES,2025-10-26,2026-07-09
12791,6380,DESKTOP,Android,Firefox,130.207.53.138,Côte d'Ivoire,YES,2024-02-13,2026-07-29
12792,6380,DESKTOP,Windows,Chrome,17.0.83.53,Côte d'Ivoire,YES,2024-11-11,2026-07-20
12793,6381,TABLET,iOS,Firefox,60.190.67.63,Côte d'Ivoire,NO,2025-04-16,2026-07-08
12794,6381,DESKTOP,Android,Edge,130.6.126.166,Côte d'Ivoire,YES,2022-11-27,2026-07-29
12795,6381,DESKTOP,macOS,Edge,168.159.175.154,Côte d'Ivoire,YES,2022-03-03,2026-07-02
12796,6382,MOBILE,Android,Firefox,123.241.41.217,Côte d'Ivoire,NO,2022-08-15,2026-07-20
12797,6382,TABLET,iOS,Edge,52.248.36.52,Côte d'Ivoire,YES,2023-10-05,2026-07-15
12798,6382,DESKTOP,Windows,Firefox,144.240.169.50,Côte d'Ivoire,YES,2024-03-01,2026-07-19
12799,6383,TABLET,iOS,Edge,61.142.105.86,Côte d'Ivoire,YES,2022-07-30,2026-07-11
12800,6384,MOBILE,macOS,Firefox,156.208.33.90,Côte d'Ivoire,YES,2022-07-09,2026-07-16
12801,6385,LAPTOP,iOS,Firefox,97.86.167.200,Côte d'Ivoire,YES,2025-07-14,2026-07-24
12802,6386,MOBILE,iOS,Firefox,182.199.223.194,Côte d'Ivoire,YES,2023-01-22,2026-07-25
12803,6386,MOBILE,Android,Firefox,222.219.58.189,Côte d'Ivoire,YES,2023-05-27,2026-07-07
12804,6386,TABLET,macOS,Safari,205.99.96.92,Côte d'Ivoire,YES,2025-07-23,2026-07-18
12805,6387,LAPTOP,iOS,Firefox,52.129.166.60,Côte d'Ivoire,YES,2023-10-05,2026-07-25
12806,6387,TABLET,Android,Firefox,136.50.160.70,Côte d'Ivoire,YES,2025-10-28,2026-07-14
12807,6388,DESKTOP,iOS,Chrome,185.68.191.108,Côte d'Ivoire,YES,2025-03-20,2026-07-14
12808,6389,LAPTOP,Android,Safari,49.155.216.167,Côte d'Ivoire,YES,2022-01-27,2026-07-09
12809,6390,TABLET,macOS,Safari,208.246.81.216,Côte d'Ivoire,NO,2021-10-23,2026-07-07
12810,6391,TABLET,Android,Edge,147.55.82.41,Côte d'Ivoire,YES,2023-07-25,2026-07-18
12811,6391,LAPTOP,Android,Chrome,50.207.5.60,Côte d'Ivoire,YES,2024-08-17,2026-07-09
12812,6392,TABLET,Android,Safari,2.176.85.123,Côte d'Ivoire,YES,2023-05-28,2026-07-06
12813,6392,LAPTOP,Windows,Chrome,192.115.143.228,Côte d'Ivoire,YES,2024-05-28,2026-07-11
12814,6393,TABLET,Windows,Chrome,118.51.153.45,Côte d'Ivoire,YES,2025-02-14,2026-07-24
12815,6393,LAPTOP,macOS,Edge,162.30.190.138,Côte d'Ivoire,YES,2026-01-11,2026-07-29
12816,6394,MOBILE,Windows,Chrome,203.58.149.204,Côte d'Ivoire,NO,2024-09-04,2026-07-23
12817,6395,LAPTOP,iOS,Edge,147.104.181.253,Côte d'Ivoire,YES,2022-11-03,2026-06-30
12818,6395,LAPTOP,iOS,Chrome,193.113.49.141,Côte d'Ivoire,YES,2026-03-25,2026-06-30
12819,6395,LAPTOP,macOS,Chrome,78.229.139.190,Côte d'Ivoire,YES,2025-07-18,2026-07-19
12820,6396,MOBILE,iOS,Safari,68.253.195.186,Côte d'Ivoire,NO,2024-09-06,2026-07-22
12821,6396,DESKTOP,iOS,Firefox,16.65.198.17,Côte d'Ivoire,YES,2022-06-02,2026-07-15
12822,6397,LAPTOP,macOS,Edge,211.175.183.170,Côte d'Ivoire,YES,2022-03-31,2026-07-17
12823,6397,TABLET,Android,Edge,179.116.94.153,Côte d'Ivoire,YES,2024-10-23,2026-07-07
12824,6398,DESKTOP,iOS,Firefox,101.181.18.127,Côte d'Ivoire,YES,2023-08-24,2026-07-29
12825,6399,DESKTOP,iOS,Chrome,124.75.17.220,Côte d'Ivoire,YES,2022-07-15,2026-07-17
12826,6399,MOBILE,iOS,Safari,7.61.118.100,Côte d'Ivoire,YES,2024-06-12,2026-07-01
12827,6400,TABLET,macOS,Safari,132.27.240.148,Côte d'Ivoire,YES,2024-10-10,2026-07-09
12828,6401,DESKTOP,Android,Edge,222.90.4.239,Côte d'Ivoire,YES,2024-09-02,2026-07-01
12829,6401,MOBILE,macOS,Firefox,60.27.98.193,Côte d'Ivoire,NO,2022-09-27,2026-07-05
12830,6402,MOBILE,Android,Chrome,219.220.79.64,Côte d'Ivoire,YES,2022-02-13,2026-07-01
12831,6403,TABLET,iOS,Chrome,133.235.38.97,Côte d'Ivoire,YES,2022-02-07,2026-07-01
12832,6403,MOBILE,Windows,Safari,144.242.132.186,Côte d'Ivoire,YES,2024-01-31,2026-07-10
12833,6403,DESKTOP,Windows,Safari,72.231.176.105,Côte d'Ivoire,YES,2025-06-25,2026-07-23
12834,6404,TABLET,Android,Chrome,112.57.233.129,Côte d'Ivoire,NO,2024-10-06,2026-07-16
12835,6405,LAPTOP,Android,Chrome,50.128.159.153,Côte d'Ivoire,YES,2022-10-25,2026-07-21
12836,6406,TABLET,iOS,Firefox,140.19.155.25,Côte d'Ivoire,YES,2026-04-14,2026-06-30
12837,6407,TABLET,Windows,Firefox,173.98.147.239,Côte d'Ivoire,NO,2024-10-29,2026-07-09
12838,6407,MOBILE,Windows,Firefox,207.38.10.246,Côte d'Ivoire,YES,2025-05-12,2026-07-20
12839,6408,TABLET,Android,Safari,179.54.243.106,Côte d'Ivoire,YES,2022-04-27,2026-07-15
12840,6408,TABLET,iOS,Safari,112.251.131.224,Côte d'Ivoire,YES,2025-06-23,2026-07-16
12841,6408,TABLET,Windows,Firefox,119.156.160.38,Côte d'Ivoire,YES,2022-03-29,2026-07-13
12842,6409,MOBILE,iOS,Safari,75.230.152.41,Côte d'Ivoire,YES,2025-03-31,2026-07-14
12843,6409,MOBILE,Windows,Firefox,78.32.159.135,Côte d'Ivoire,YES,2021-11-01,2026-07-18
12844,6410,LAPTOP,Android,Chrome,144.119.57.228,Côte d'Ivoire,YES,2024-10-26,2026-07-05
12845,6410,MOBILE,macOS,Safari,126.101.194.222,Côte d'Ivoire,YES,2025-11-17,2026-07-09
12846,6410,MOBILE,Android,Firefox,172.129.133.31,Côte d'Ivoire,YES,2025-02-01,2026-07-24
12847,6411,LAPTOP,iOS,Edge,40.153.107.226,Côte d'Ivoire,NO,2026-03-03,2026-07-28
12848,6412,DESKTOP,Android,Firefox,174.124.47.186,Côte d'Ivoire,YES,2022-01-03,2026-07-17
12849,6412,DESKTOP,iOS,Firefox,15.151.219.45,Côte d'Ivoire,YES,2023-10-13,2026-07-11
12850,6413,MOBILE,iOS,Safari,3.43.216.86,Côte d'Ivoire,YES,2025-09-23,2026-07-16
12851,6413,MOBILE,iOS,Edge,94.255.35.107,Côte d'Ivoire,YES,2022-12-14,2026-07-14
12852,6414,LAPTOP,Windows,Firefox,61.83.241.168,Côte d'Ivoire,YES,2026-05-16,2026-07-26
12853,6415,MOBILE,Windows,Chrome,205.109.149.136,Côte d'Ivoire,YES,2023-03-02,2026-07-13
12854,6415,DESKTOP,Windows,Edge,50.226.224.54,Côte d'Ivoire,YES,2021-10-18,2026-07-13
12855,6415,LAPTOP,Android,Chrome,104.87.93.83,Côte d'Ivoire,YES,2021-08-27,2026-07-05
12856,6416,TABLET,Windows,Firefox,57.144.170.210,Côte d'Ivoire,YES,2022-08-01,2026-07-05
12857,6416,TABLET,Android,Edge,191.36.164.166,Côte d'Ivoire,YES,2025-05-13,2026-07-25
12858,6417,MOBILE,Android,Chrome,49.231.173.133,Côte d'Ivoire,YES,2024-09-26,2026-07-10
12859,6417,MOBILE,Android,Safari,1.16.12.168,Côte d'Ivoire,YES,2024-07-09,2026-07-21
12860,6418,DESKTOP,macOS,Edge,152.86.115.223,Côte d'Ivoire,YES,2024-11-04,2026-07-06
12861,6418,TABLET,Android,Firefox,193.220.187.74,Côte d'Ivoire,YES,2023-01-29,2026-07-10
12862,6419,MOBILE,macOS,Edge,117.106.26.35,Côte d'Ivoire,YES,2023-08-17,2026-06-30
12863,6419,LAPTOP,Android,Firefox,72.46.180.161,Côte d'Ivoire,YES,2024-07-09,2026-07-17
12864,6420,LAPTOP,Windows,Chrome,206.173.105.251,Côte d'Ivoire,YES,2023-02-18,2026-07-17
