merchant_id,merchant_name,merchant_type,city,country,registration_date,risk_level
2848,Coste,ELECTRONICS,Bouake,Côte d'Ivoire,2015-01-11,LOW
2849,Baron,TELECOM,Bouake,Côte d'Ivoire,2015-01-03,LOW
2850,Meunier S.A.R.L.,SUPERMARKET,Abidjan,Côte d'Ivoire,2012-08-30,LOW
2851,Texier,PHARMACY,Man,Côte d'Ivoire,2025-04-25,MEDIUM
2852,Laine Boulanger S.A.S.,TELECOM,San Pedro,Côte d'Ivoire,2026-07-14,LOW
2853,Jacques,TELECOM,Korhogo,Côte d'Ivoire,2019-06-13,LOW
2854,Gallet SA,E_COMMERCE,Korhogo,Côte d'Ivoire,2016-06-22,MEDIUM
2855,Perrot,TRANSPORT,Abidjan,Côte d'Ivoire,2023-06-28,LOW
2856,Michaud,RESTAURANT,Man,Côte d'Ivoire,2022-01-02,MEDIUM
2857,Legros Menard S.A.,TRANSPORT,San Pedro,Côte d'Ivoire,2022-01-31,MEDIUM
2858,Albert,CLOTHING,Korhogo,Côte d'Ivoire,2018-02-13,MEDIUM
2859,Rocher Colas SA,E_COMMERCE,Abidjan,Côte d'Ivoire,2018-04-09,LOW
2860,Dupuis S.A.,TELECOM,Korhogo,Côte d'Ivoire,2016-03-26,LOW
2861,Martineau,CLOTHING,Man,Côte d'Ivoire,2012-09-16,MEDIUM
2862,Teixeira Bouchet S.A.S.,TELECOM,Bouake,Côte d'Ivoire,2013-08-21,MEDIUM
2863,Garnier,ELECTRONICS,Abidjan,Côte d'Ivoire,2024-06-04,LOW
2864,Bodin SARL,HOTEL,Korhogo,Côte d'Ivoire,2018-07-21,LOW
2865,Gaillard,TRANSPORT,San Pedro,Côte d'Ivoire,2015-11-16,LOW
2866,Guillou Bertrand S.A.R.L.,CLOTHING,Man,Côte d'Ivoire,2012-01-12,LOW
2867,Riou et Fils,TRANSPORT,Abidjan,Côte d'Ivoire,2023-01-26,LOW
2868,Weber,FUEL_STATION,San Pedro,Côte d'Ivoire,2017-06-03,LOW
2869,Leclercq,FUEL_STATION,Korhogo,Côte d'Ivoire,2018-04-28,LOW
2870,Dubois SARL,HOTEL,Korhogo,Côte d'Ivoire,2013-07-11,MEDIUM
2871,Millet Leconte et Fils,TELECOM,Bouake,Côte d'Ivoire,2019-06-22,MEDIUM
2872,Pinto,TRANSPORT,San Pedro,Côte d'Ivoire,2012-09-26,MEDIUM
2873,Lévy et Fils,HOTEL,Daloa,Côte d'Ivoire,2015-09-12,LOW
2874,Joly,PHARMACY,Korhogo,Côte d'Ivoire,2019-08-02,LOW
2875,Renard,RESTAURANT,Man,Côte d'Ivoire,2014-06-24,LOW
2876,Seguin SA,PHARMACY,Bouake,Côte d'Ivoire,2014-08-04,LOW
2877,Denis,TELECOM,Abidjan,Côte d'Ivoire,2020-09-02,MEDIUM
2878,Roy,TELECOM,Yamoussoukro,Côte d'Ivoire,2012-11-23,LOW
2879,Labbé SARL,ELECTRONICS,Abidjan,Côte d'Ivoire,2014-03-09,HIGH
2880,Pelletier,HOTEL,Yamoussoukro,Côte d'Ivoire,2014-08-08,LOW
2881,Delannoy Fontaine et Fils,PHARMACY,Bouake,Côte d'Ivoire,2020-08-18,MEDIUM
2882,Pichon Grenier SA,ELECTRONICS,Abidjan,Côte d'Ivoire,2025-10-21,MEDIUM
2883,Perrier et Fils,HOTEL,San Pedro,Côte d'Ivoire,2016-10-26,LOW
2884,Roux,FUEL_STATION,Abidjan,Côte d'Ivoire,2021-10-02,LOW
2885,Rousseau S.A.R.L.,TELECOM,Yamoussoukro,Côte d'Ivoire,2024-08-16,HIGH
2886,Menard Besson S.A.,HOTEL,Daloa,Côte d'Ivoire,2014-12-23,LOW
2887,Durand S.A.R.L.,ELECTRONICS,Yamoussoukro,Côte d'Ivoire,2012-01-19,MEDIUM
2888,Marques S.A.,ELECTRONICS,Korhogo,Côte d'Ivoire,2023-02-22,LOW
2889,Vasseur SA,SUPERMARKET,San Pedro,Côte d'Ivoire,2025-02-17,MEDIUM
2890,Ramos Brun SA,RESTAURANT,Abidjan,Côte d'Ivoire,2018-08-24,MEDIUM
2891,Millet SARL,CLOTHING,Daloa,Côte d'Ivoire,2021-02-19,MEDIUM
2892,Ferrand Guillaume S.A.S.,RESTAURANT,Daloa,Côte d'Ivoire,2018-04-18,LOW
2893,Mathieu,ELECTRONICS,Abidjan,Côte d'Ivoire,2015-07-13,LOW
2894,Gautier Hamon SARL,RESTAURANT,Daloa,Côte d'Ivoire,2014-07-12,LOW
2895,Maréchal et Fils,HOTEL,Bouake,Côte d'Ivoire,2016-12-15,MEDIUM
2896,Perrier S.A.,TELECOM,Daloa,Côte d'Ivoire,2019-05-19,LOW
2897,François Descamps SARL,RESTAURANT,Bouake,Côte d'Ivoire,2022-08-19,LOW
2898,Bertrand,HOTEL,Daloa,Côte d'Ivoire,2012-09-20,LOW
2899,Bouchet Hernandez S.A.S.,FUEL_STATION,San Pedro,Côte d'Ivoire,2020-01-28,HIGH
2900,Mendès S.A.S.,SUPERMARKET,Bouake,Côte d'Ivoire,2025-01-13,MEDIUM
2901,Deschamps Gauthier S.A.S.,TELECOM,Yamoussoukro,Côte d'Ivoire,2017-02-03,LOW
2902,Potier,PHARMACY,Abidjan,Côte d'Ivoire,2024-09-12,LOW
2903,Le Roux Roger et Fils,TRANSPORT,Yamoussoukro,Côte d'Ivoire,2024-07-14,LOW
2904,Martineau,FUEL_STATION,Bouake,Côte d'Ivoire,2019-10-11,MEDIUM
2905,Daniel SA,ELECTRONICS,San Pedro,Côte d'Ivoire,2021-12-05,MEDIUM
2906,Weber,PHARMACY,Daloa,Côte d'Ivoire,2020-04-08,LOW
2907,Gaudin Coste et Fils,TRANSPORT,San Pedro,Côte d'Ivoire,2011-10-20,HIGH
2908,Lefebvre Chauvet SA,ELECTRONICS,Daloa,Côte d'Ivoire,2016-10-30,LOW
2909,Gallet Gilbert S.A.,SUPERMARKET,San Pedro,Côte d'Ivoire,2022-02-13,LOW
2910,Lopez S.A.,SUPERMARKET,Man,Côte d'Ivoire,2017-12-12,MEDIUM
2911,Collet,RESTAURANT,Abidjan,Côte d'Ivoire,2015-01-05,LOW
2912,Mallet Martins et Fils,TRANSPORT,Daloa,Côte d'Ivoire,2012-03-21,LOW
2913,Pages Joseph S.A.R.L.,SUPERMARKET,San Pedro,Côte d'Ivoire,2024-02-25,MEDIUM
2914,Lucas,PHARMACY,Korhogo,Côte d'Ivoire,2016-04-22,LOW
2915,Weiss,ELECTRONICS,Yamoussoukro,Côte d'Ivoire,2024-12-18,LOW
2916,Dijoux S.A.R.L.,ELECTRONICS,Daloa,Côte d'Ivoire,2022-08-07,LOW
2917,Hamel,HOTEL,Yamoussoukro,Côte d'Ivoire,2011-12-24,LOW
2918,Peron Rémy SARL,E_COMMERCE,Korhogo,Côte d'Ivoire,2015-09-12,LOW
2919,Gimenez Vincent et Fils,PHARMACY,Man,Côte d'Ivoire,2015-10-20,LOW
2920,Raynaud Weber S.A.S.,FUEL_STATION,Korhogo,Côte d'Ivoire,2017-01-17,LOW
2921,Pichon Lombard SA,CLOTHING,Man,Côte d'Ivoire,2012-09-03,LOW
2922,Muller,HOTEL,Daloa,Côte d'Ivoire,2014-11-06,MEDIUM
2923,Couturier S.A.,TRANSPORT,Daloa,Côte d'Ivoire,2015-01-18,LOW
2924,Robin Giraud S.A.S.,E_COMMERCE,Abidjan,Côte d'Ivoire,2020-11-29,LOW
2925,Huet Guillou SA,HOTEL,San Pedro,Côte d'Ivoire,2018-10-29,MEDIUM
2926,Langlois,PHARMACY,Korhogo,Côte d'Ivoire,2014-05-15,HIGH
2927,Moulin Lamy S.A.,E_COMMERCE,Bouake,Côte d'Ivoire,2021-11-18,LOW
2928,Bailly Renault S.A.S.,ELECTRONICS,Yamoussoukro,Côte d'Ivoire,2019-03-15,LOW
2929,Maillard Leduc SA,PHARMACY,Abidjan,Côte d'Ivoire,2017-09-10,LOW
2930,Hoareau,ELECTRONICS,Korhogo,Côte d'Ivoire,2014-06-06,LOW
2931,Besnard,E_COMMERCE,Man,Côte d'Ivoire,2018-10-07,LOW
2932,Samson,ELECTRONICS,Abidjan,Côte d'Ivoire,2014-03-24,MEDIUM
2933,Lefebvre,HOTEL,Yamoussoukro,Côte d'Ivoire,2024-07-15,LOW
2934,Launay,HOTEL,Abidjan,Côte d'Ivoire,2026-02-07,LOW
2935,Thierry SARL,RESTAURANT,San Pedro,Côte d'Ivoire,2021-09-13,LOW
2936,Lenoir Petitjean S.A.,SUPERMARKET,San Pedro,Côte d'Ivoire,2015-12-14,LOW
2937,Barthelemy,FUEL_STATION,Daloa,Côte d'Ivoire,2016-10-11,MEDIUM
2938,Jacquet,CLOTHING,Korhogo,Côte d'Ivoire,2017-12-16,MEDIUM
2939,Guérin,ELECTRONICS,Daloa,Côte d'Ivoire,2017-03-30,LOW
2940,Auger Lelièvre S.A.,HOTEL,Yamoussoukro,Côte d'Ivoire,2014-03-17,LOW
2941,Thomas Richard S.A.S.,CLOTHING,Man,Côte d'Ivoire,2024-01-01,LOW
2942,Marin,TRANSPORT,Korhogo,Côte d'Ivoire,2018-06-16,MEDIUM
2943,Delaunay,RESTAURANT,Yamoussoukro,Côte d'Ivoire,2024-03-14,LOW
2944,Jacob,FUEL_STATION,Daloa,Côte d'Ivoire,2019-11-26,MEDIUM
2945,Clerc,TELECOM,Abidjan,Côte d'Ivoire,2021-08-01,LOW
2946,Lejeune SA,TRANSPORT,Daloa,Côte d'Ivoire,2013-09-10,LOW
2947,Moreno,RESTAURANT,Abidjan,Côte d'Ivoire,2014-05-03,LOW
2948,Ledoux Nguyen SARL,PHARMACY,San Pedro,Côte d'Ivoire,2024-09-11,LOW
2949,Grégoire,RESTAURANT,Yamoussoukro,Côte d'Ivoire,2023-08-22,LOW
2950,Bousquet,TRANSPORT,Korhogo,Côte d'Ivoire,2023-04-16,LOW
2951,Grenier,TRANSPORT,Daloa,Côte d'Ivoire,2012-07-22,LOW
2952,Lamy,TELECOM,Man,Côte d'Ivoire,2024-02-03,LOW
2953,Berger Martel SA,TELECOM,Man,Côte d'Ivoire,2025-05-29,MEDIUM
2954,Lefort,TELECOM,Man,Côte d'Ivoire,2023-08-06,HIGH
2955,Rocher et Fils,PHARMACY,Bouake,Côte d'Ivoire,2022-07-21,LOW
2956,Bertin Texier S.A.R.L.,TELECOM,Man,Côte d'Ivoire,2023-02-28,LOW
2957,Adam Hoarau S.A.S.,ELECTRONICS,Daloa,Côte d'Ivoire,2021-05-31,LOW
2958,Richard Ferreira SA,FUEL_STATION,San Pedro,Côte d'Ivoire,2022-07-16,LOW
2959,Chauvin,PHARMACY,Korhogo,Côte d'Ivoire,2023-08-03,LOW
2960,Paul S.A.,RESTAURANT,Korhogo,Côte d'Ivoire,2026-06-24,MEDIUM
2961,Gaillard,RESTAURANT,Abidjan,Côte d'Ivoire,2025-09-09,LOW
2962,Fleury,E_COMMERCE,Abidjan,Côte d'Ivoire,2023-05-06,LOW
2963,Charrier,RESTAURANT,Yamoussoukro,Côte d'Ivoire,2020-08-24,LOW
2964,Coste,HOTEL,Yamoussoukro,Côte d'Ivoire,2016-10-24,LOW
2965,Chrétien,SUPERMARKET,Daloa,Côte d'Ivoire,2026-06-26,LOW
2966,Nicolas et Fils,CLOTHING,San Pedro,Côte d'Ivoire,2021-04-26,LOW
2967,Meunier,E_COMMERCE,Yamoussoukro,Côte d'Ivoire,2016-02-25,LOW
2968,Bouvet Chauvin et Fils,TELECOM,Abidjan,Côte d'Ivoire,2016-10-25,LOW
2969,Roy S.A.R.L.,HOTEL,Abidjan,Côte d'Ivoire,2011-08-08,MEDIUM
2970,Muller et Fils,TRANSPORT,San Pedro,Côte d'Ivoire,2018-09-07,LOW
2971,Bègue,CLOTHING,San Pedro,Côte d'Ivoire,2016-06-24,MEDIUM
2972,Picard,TRANSPORT,San Pedro,Côte d'Ivoire,2014-07-30,MEDIUM
2973,Lemoine,CLOTHING,Bouake,Côte d'Ivoire,2023-07-21,MEDIUM
2974,Philippe Coulon S.A.,ELECTRONICS,Man,Côte d'Ivoire,2020-02-16,LOW
2975,Lebreton S.A.S.,TELECOM,Man,Côte d'Ivoire,2025-06-06,LOW
2976,Lemoine Bourgeois SA,HOTEL,Abidjan,Côte d'Ivoire,2024-05-01,MEDIUM
2977,Thierry Olivier SARL,CLOTHING,San Pedro,Côte d'Ivoire,2026-05-28,LOW
2978,Besnard,TRANSPORT,Yamoussoukro,Côte d'Ivoire,2022-03-29,LOW
2979,Bousquet S.A.,TELECOM,Man,Côte d'Ivoire,2012-12-06,LOW
2980,Clément,RESTAURANT,Daloa,Côte d'Ivoire,2018-01-01,LOW
2981,Baron SA,SUPERMARKET,Korhogo,Côte d'Ivoire,2017-05-25,LOW
2982,Mary S.A.,E_COMMERCE,Korhogo,Côte d'Ivoire,2019-09-15,LOW
2983,Maillet,ELECTRONICS,Abidjan,Côte d'Ivoire,2024-07-06,LOW
2984,Petit SA,CLOTHING,Korhogo,Côte d'Ivoire,2016-02-07,LOW
2985,Chartier S.A.S.,SUPERMARKET,Korhogo,Côte d'Ivoire,2024-12-31,LOW
2986,Pereira S.A.,TELECOM,Korhogo,Côte d'Ivoire,2020-06-17,MEDIUM
2987,Mallet S.A.S.,RESTAURANT,Man,Côte d'Ivoire,2020-06-03,MEDIUM
2988,Vallée,PHARMACY,Abidjan,Côte d'Ivoire,2019-08-17,LOW
2989,Texier,FUEL_STATION,Bouake,Côte d'Ivoire,2018-11-18,MEDIUM
2990,Lemaître,CLOTHING,San Pedro,Côte d'Ivoire,2023-03-05,LOW
2991,Gomes,ELECTRONICS,Korhogo,Côte d'Ivoire,2025-06-21,LOW
2992,Alves Chartier S.A.R.L.,CLOTHING,Abidjan,Côte d'Ivoire,2018-01-05,LOW
2993,Hamon SARL,SUPERMARKET,Yamoussoukro,Côte d'Ivoire,2025-04-16,LOW
2994,Bernard S.A.R.L.,TRANSPORT,Abidjan,Côte d'Ivoire,2026-05-21,MEDIUM
2995,Pages,HOTEL,San Pedro,Côte d'Ivoire,2025-10-15,LOW
2996,Michel Marion SA,RESTAURANT,Abidjan,Côte d'Ivoire,2026-05-11,LOW
2997,Bonnin,E_COMMERCE,Bouake,Côte d'Ivoire,2024-05-11,LOW
2998,Tessier Sauvage S.A.S.,RESTAURANT,Bouake,Côte d'Ivoire,2023-04-01,LOW
2999,Buisson,TRANSPORT,Man,Côte d'Ivoire,2018-08-09,LOW
3000,Bernard Diaz SARL,CLOTHING,Yamoussoukro,Côte d'Ivoire,2011-11-10,LOW
3001,Lambert,SUPERMARKET,Yamoussoukro,Côte d'Ivoire,2025-04-24,LOW
3002,Potier,HOTEL,Bouake,Côte d'Ivoire,2019-02-18,LOW
3003,Seguin Vallée S.A.R.L.,HOTEL,Yamoussoukro,Côte d'Ivoire,2024-02-25,LOW
3004,Lévêque S.A.R.L.,RESTAURANT,Abidjan,Côte d'Ivoire,2019-09-04,LOW
3005,Peron S.A.R.L.,CLOTHING,Korhogo,Côte d'Ivoire,2016-07-29,LOW
3006,Mendès Meunier S.A.S.,ELECTRONICS,Daloa,Côte d'Ivoire,2026-06-25,LOW
3007,Rodriguez S.A.R.L.,RESTAURANT,Yamoussoukro,Côte d'Ivoire,2025-02-17,LOW
3008,Hernandez et Fils,TELECOM,Korhogo,Côte d'Ivoire,2020-11-28,LOW
3009,Roy,TELECOM,Abidjan,Côte d'Ivoire,2019-03-03,LOW
3010,Leduc et Fils,FUEL_STATION,Abidjan,Côte d'Ivoire,2020-10-09,LOW
3011,Berger Lecomte S.A.,CLOTHING,Man,Côte d'Ivoire,2024-05-22,LOW
3012,Gautier S.A.R.L.,ELECTRONICS,Man,Côte d'Ivoire,2023-10-02,MEDIUM
3013,Renard SARL,E_COMMERCE,Korhogo,Côte d'Ivoire,2018-02-05,LOW
3014,Vasseur,RESTAURANT,Daloa,Côte d'Ivoire,2023-10-23,LOW
3015,Chartier,FUEL_STATION,Daloa,Côte d'Ivoire,2019-09-05,HIGH
3016,Chartier S.A.,HOTEL,Korhogo,Côte d'Ivoire,2020-09-01,HIGH
3017,Robin,FUEL_STATION,Korhogo,Côte d'Ivoire,2025-02-09,HIGH
3018,Hubert,ELECTRONICS,San Pedro,Côte d'Ivoire,2021-05-16,LOW
3019,Weiss SARL,TELECOM,Daloa,Côte d'Ivoire,2017-12-27,LOW
3020,Guibert,PHARMACY,Abidjan,Côte d'Ivoire,2022-07-01,LOW
3021,Rey,TELECOM,Yamoussoukro,Côte d'Ivoire,2015-05-19,LOW
3022,Ferreira,TRANSPORT,Yamoussoukro,Côte d'Ivoire,2016-07-11,MEDIUM
3023,Marie SA,FUEL_STATION,Korhogo,Côte d'Ivoire,2017-05-13,MEDIUM
3024,Vallet Ferreira S.A.S.,E_COMMERCE,Abidjan,Côte d'Ivoire,2017-10-31,LOW
3025,Bouvier Gillet S.A.S.,ELECTRONICS,Korhogo,Côte d'Ivoire,2024-02-11,LOW
3026,Langlois SA,RESTAURANT,San Pedro,Côte d'Ivoire,2021-08-12,LOW
3027,Chevallier Briand SARL,PHARMACY,Man,Côte d'Ivoire,2024-09-11,LOW
3028,Potier,E_COMMERCE,San Pedro,Côte d'Ivoire,2025-02-15,LOW
3029,Dijoux Dupré S.A.S.,ELECTRONICS,Daloa,Côte d'Ivoire,2021-08-16,LOW
3030,Gautier Delaunay SA,HOTEL,Man,Côte d'Ivoire,2020-09-24,LOW
3031,Gomes,TELECOM,Yamoussoukro,Côte d'Ivoire,2014-01-14,LOW
3032,Vasseur,HOTEL,Yamoussoukro,Côte d'Ivoire,2020-01-29,LOW
3033,Caron,CLOTHING,Yamoussoukro,Côte d'Ivoire,2021-10-22,LOW
3034,Rodrigues,PHARMACY,Man,Côte d'Ivoire,2024-04-14,MEDIUM
3035,Joseph SARL,CLOTHING,San Pedro,Côte d'Ivoire,2016-10-30,LOW
3036,Paris et Fils,SUPERMARKET,Man,Côte d'Ivoire,2021-05-04,LOW
3037,Lefort,ELECTRONICS,Man,Côte d'Ivoire,2025-09-03,MEDIUM
3038,Costa Klein et Fils,TRANSPORT,Korhogo,Côte d'Ivoire,2017-12-25,LOW
3039,Le Roux S.A.,RESTAURANT,Korhogo,Côte d'Ivoire,2025-08-29,LOW
3040,Peron Jean et Fils,TELECOM,Man,Côte d'Ivoire,2024-02-03,LOW
3041,Diallo S.A.,TRANSPORT,Daloa,Côte d'Ivoire,2026-02-24,LOW
3042,Petitjean,TRANSPORT,Bouake,Côte d'Ivoire,2018-03-29,MEDIUM
3043,Delmas,SUPERMARKET,Abidjan,Côte d'Ivoire,2026-01-04,LOW
3044,Simon Lévy S.A.R.L.,FUEL_STATION,San Pedro,Côte d'Ivoire,2017-04-25,LOW
3045,Potier,SUPERMARKET,Daloa,Côte d'Ivoire,2019-08-18,LOW
3046,Boulay,HOTEL,Bouake,Côte d'Ivoire,2018-03-26,LOW
3047,Guérin,CLOTHING,Man,Côte d'Ivoire,2020-07-21,LOW
3048,Carre,FUEL_STATION,Bouake,Côte d'Ivoire,2023-06-04,HIGH
3049,Bonnin Lévy S.A.R.L.,HOTEL,Abidjan,Côte d'Ivoire,2013-03-25,LOW
3050,Breton Chrétien S.A.S.,CLOTHING,Bouake,Côte d'Ivoire,2026-04-22,LOW
3051,Lacombe SARL,TRANSPORT,Abidjan,Côte d'Ivoire,2019-05-12,MEDIUM
3052,Verdier Dos Santos S.A.R.L.,CLOTHING,Korhogo,Côte d'Ivoire,2023-06-01,LOW
3053,Klein,ELECTRONICS,Bouake,Côte d'Ivoire,2014-01-14,LOW
3054,Carpentier Bouvet S.A.,CLOTHING,Man,Côte d'Ivoire,2024-02-01,LOW
3055,Étienne et Fils,CLOTHING,Bouake,Côte d'Ivoire,2026-02-20,LOW
3056,Potier S.A.,PHARMACY,Man,Côte d'Ivoire,2017-12-24,LOW
3057,Potier,E_COMMERCE,Korhogo,Côte d'Ivoire,2025-11-22,MEDIUM
3058,Lefèvre Pereira SARL,ELECTRONICS,Man,Côte d'Ivoire,2019-08-21,MEDIUM
3059,Roux Lemaire S.A.S.,FUEL_STATION,Daloa,Côte d'Ivoire,2022-08-20,LOW
3060,Allain,ELECTRONICS,Korhogo,Côte d'Ivoire,2018-12-15,LOW
3061,Techer Mace S.A.R.L.,ELECTRONICS,San Pedro,Côte d'Ivoire,2015-09-29,LOW
3062,Lemaire S.A.,TRANSPORT,Man,Côte d'Ivoire,2018-04-28,LOW
3063,Hernandez,SUPERMARKET,Daloa,Côte d'Ivoire,2023-04-12,MEDIUM
3064,Guibert Vallet S.A.R.L.,TRANSPORT,Daloa,Côte d'Ivoire,2024-10-09,HIGH
3065,Merle S.A.R.L.,E_COMMERCE,Abidjan,Côte d'Ivoire,2026-04-16,LOW
3066,Paris,TELECOM,San Pedro,Côte d'Ivoire,2022-05-02,LOW
3067,Tessier,SUPERMARKET,Man,Côte d'Ivoire,2011-10-10,LOW
3068,Ferreira SA,E_COMMERCE,San Pedro,Côte d'Ivoire,2013-08-26,LOW
3069,Clerc,HOTEL,Abidjan,Côte d'Ivoire,2022-12-14,LOW
3070,Simon Coste S.A.S.,HOTEL,Abidjan,Côte d'Ivoire,2021-04-26,MEDIUM
3071,Paris,SUPERMARKET,Man,Côte d'Ivoire,2023-05-18,LOW
3072,Allain S.A.,TRANSPORT,Abidjan,Côte d'Ivoire,2018-02-08,MEDIUM
3073,Imbert,FUEL_STATION,Bouake,Côte d'Ivoire,2023-07-13,LOW
3074,Léger,RESTAURANT,Man,Côte d'Ivoire,2021-04-18,LOW
3075,Perrin Germain SA,SUPERMARKET,San Pedro,Côte d'Ivoire,2023-09-20,LOW
3076,Lebon Bonnin SA,SUPERMARKET,Korhogo,Côte d'Ivoire,2018-04-10,MEDIUM
3077,Andre,HOTEL,Daloa,Côte d'Ivoire,2020-05-27,LOW
3078,Chrétien S.A.,RESTAURANT,San Pedro,Côte d'Ivoire,2022-10-12,LOW
3079,Arnaud S.A.S.,HOTEL,Daloa,Côte d'Ivoire,2023-05-27,LOW
3080,Thomas Berthelot S.A.R.L.,HOTEL,Korhogo,Côte d'Ivoire,2025-03-12,MEDIUM
3081,Rivière,RESTAURANT,Daloa,Côte d'Ivoire,2012-03-29,LOW
3082,Bruneau Leclerc et Fils,TELECOM,Daloa,Côte d'Ivoire,2014-04-26,LOW
3083,Guilbert SARL,TELECOM,Korhogo,Côte d'Ivoire,2026-01-22,LOW
3084,Clément SA,SUPERMARKET,Abidjan,Côte d'Ivoire,2020-03-09,LOW
3085,Marchal,RESTAURANT,Daloa,Côte d'Ivoire,2020-11-01,LOW
3086,Briand Descamps SA,TELECOM,Abidjan,Côte d'Ivoire,2015-10-20,LOW
3087,Lambert,TRANSPORT,Abidjan,Côte d'Ivoire,2020-05-30,LOW
3088,Delmas,SUPERMARKET,Korhogo,Côte d'Ivoire,2020-08-29,LOW
3089,Joly,TRANSPORT,San Pedro,Côte d'Ivoire,2021-05-23,LOW
3090,Lemonnier,TRANSPORT,Bouake,Côte d'Ivoire,2016-11-24,MEDIUM
3091,Seguin,CLOTHING,Abidjan,Côte d'Ivoire,2020-09-24,LOW
3092,Lagarde Perrin et Fils,TELECOM,Daloa,Côte d'Ivoire,2025-07-09,LOW
3093,Gomez SA,CLOTHING,Korhogo,Côte d'Ivoire,2014-10-10,LOW
3094,Ribeiro Fabre S.A.,SUPERMARKET,San Pedro,Côte d'Ivoire,2021-10-26,LOW
3095,Maury Pelletier SARL,CLOTHING,Bouake,Côte d'Ivoire,2013-10-05,LOW
3096,Sanchez,SUPERMARKET,Korhogo,Côte d'Ivoire,2020-12-05,MEDIUM
3097,Bertin,CLOTHING,Daloa,Côte d'Ivoire,2018-01-26,MEDIUM
3098,Alexandre Pineau SA,CLOTHING,Bouake,Côte d'Ivoire,2015-11-25,LOW
3099,Lemonnier,E_COMMERCE,Yamoussoukro,Côte d'Ivoire,2014-01-05,LOW
3100,Guérin Lombard et Fils,CLOTHING,San Pedro,Côte d'Ivoire,2016-02-27,LOW
3101,Delannoy Guichard S.A.S.,PHARMACY,Daloa,Côte d'Ivoire,2022-10-04,LOW
3102,Humbert Brunet SARL,PHARMACY,Yamoussoukro,Côte d'Ivoire,2024-12-23,LOW
3103,Gillet,ELECTRONICS,Man,Côte d'Ivoire,2012-01-06,MEDIUM
3104,Garnier Dupuy SA,E_COMMERCE,Korhogo,Côte d'Ivoire,2020-08-13,MEDIUM
3105,Pottier S.A.S.,PHARMACY,Bouake,Côte d'Ivoire,2018-06-30,LOW
3106,Boulanger et Fils,CLOTHING,Yamoussoukro,Côte d'Ivoire,2013-02-01,LOW
3107,Le Roux,SUPERMARKET,Korhogo,Côte d'Ivoire,2024-10-23,LOW
3108,Rodrigues,PHARMACY,Abidjan,Côte d'Ivoire,2026-05-10,LOW
3109,Paris Dubois SA,ELECTRONICS,Daloa,Côte d'Ivoire,2017-12-28,LOW
3110,Hoareau Duval SA,HOTEL,Bouake,Côte d'Ivoire,2014-07-25,HIGH
3111,Pruvost,FUEL_STATION,Daloa,Côte d'Ivoire,2025-07-19,LOW
3112,Gauthier,FUEL_STATION,Man,Côte d'Ivoire,2020-07-28,LOW
3113,Bonnin,TELECOM,Korhogo,Côte d'Ivoire,2021-04-23,LOW
3114,Courtois,CLOTHING,Korhogo,Côte d'Ivoire,2016-03-09,HIGH
3115,Rousseau S.A.,CLOTHING,Yamoussoukro,Côte d'Ivoire,2016-12-25,LOW
3116,Arnaud,PHARMACY,Abidjan,Côte d'Ivoire,2017-06-12,LOW
3117,Martel,SUPERMARKET,San Pedro,Côte d'Ivoire,2021-08-26,LOW
3118,Poirier Petit et Fils,SUPERMARKET,Man,Côte d'Ivoire,2020-04-24,LOW
3119,Descamps Marchand S.A.,FUEL_STATION,San Pedro,Côte d'Ivoire,2018-01-07,LOW
3120,Vincent,FUEL_STATION,San Pedro,Côte d'Ivoire,2023-12-01,MEDIUM
3121,Neveu,HOTEL,Daloa,Côte d'Ivoire,2024-10-20,MEDIUM
3122,Potier Raynaud S.A.R.L.,FUEL_STATION,San Pedro,Côte d'Ivoire,2023-08-07,LOW
3123,Vidal,SUPERMARKET,Yamoussoukro,Côte d'Ivoire,2019-01-16,LOW
3124,Bigot,HOTEL,Abidjan,Côte d'Ivoire,2020-02-13,LOW
3125,Baron,PHARMACY,Yamoussoukro,Côte d'Ivoire,2018-11-08,LOW
3126,Schneider Bousquet SA,CLOTHING,Daloa,Côte d'Ivoire,2016-10-10,LOW
3127,Pires,SUPERMARKET,Bouake,Côte d'Ivoire,2016-11-23,LOW
3128,Couturier SA,PHARMACY,Bouake,Côte d'Ivoire,2012-11-17,MEDIUM
3129,Morin Gaillard S.A.S.,PHARMACY,Yamoussoukro,Côte d'Ivoire,2012-07-20,MEDIUM
3130,Bernier SARL,FUEL_STATION,Bouake,Côte d'Ivoire,2021-01-01,LOW
3131,Dubois,PHARMACY,Daloa,Côte d'Ivoire,2018-10-15,LOW
3132,Voisin Mahe S.A.S.,RESTAURANT,Abidjan,Côte d'Ivoire,2023-03-26,MEDIUM
3133,Lebon SA,PHARMACY,San Pedro,Côte d'Ivoire,2022-01-22,LOW
3134,Vallet Robert et Fils,RESTAURANT,Yamoussoukro,Côte d'Ivoire,2018-10-21,MEDIUM
3135,Moulin,E_COMMERCE,San Pedro,Côte d'Ivoire,2024-02-23,LOW
3136,Seguin S.A.R.L.,HOTEL,Man,Côte d'Ivoire,2014-06-11,LOW
3137,Roger Sanchez SARL,ELECTRONICS,Daloa,Côte d'Ivoire,2025-11-08,HIGH
3138,Buisson Benard SA,TRANSPORT,Man,Côte d'Ivoire,2018-10-07,LOW
3139,Gillet,PHARMACY,Bouake,Côte d'Ivoire,2014-06-23,MEDIUM
